,Account,Compound,Date,Negative,Neutral,Positive,Tweets Ago
355,@FoxNews,-0.296,Tue Apr 10 02:15:16 +0000 2018,0.845,0.155,0.0,356
356,@FoxNews,0.0,Tue Apr 10 02:14:41 +0000 2018,1.0,0.0,0.0,357
357,@FoxNews,-0.6115,Tue Apr 10 01:52:48 +0000 2018,0.688,0.312,0.0,358
358,@FoxNews,0.0,Tue Apr 10 01:43:15 +0000 2018,1.0,0.0,0.0,359
359,@FoxNews,0.0,Tue Apr 10 01:21:25 +0000 2018,1.0,0.0,0.0,360
360,@FoxNews,0.0,Tue Apr 10 04:10:00 +0000 2018,1.0,0.0,0.0,361
361,@FoxNews,-0.6597,Tue Apr 10 04:05:00 +0000 2018,0.69,0.31,0.0,362
362,@FoxNews,-0.3612,Tue Apr 10 04:01:00 +0000 2018,0.857,0.143,0.0,363
363,@FoxNews,0.0,Tue Apr 10 03:55:43 +0000 2018,1.0,0.0,0.0,364
364,@FoxNews,0.0,Tue Apr 10 03:47:43 +0000 2018,1.0,0.0,0.0,365
365,@FoxNews,0.0258,Tue Apr 10 03:31:44 +0000 2018,0.643,0.205,0.152,366
366,@FoxNews,0.0,Tue Apr 10 03:18:05 +0000 2018,1.0,0.0,0.0,367
367,@FoxNews,-0.296,Tue Apr 10 03:13:09 +0000 2018,0.891,0.109,0.0,368
368,@FoxNews,0.431,Tue Apr 10 03:05:10 +0000 2018,0.808,0.0,0.192,369
369,@FoxNews,-0.4588,Tue Apr 10 03:01:01 +0000 2018,0.824,0.176,0.0,370
370,@FoxNews,-0.2732,Tue Apr 10 02:53:03 +0000 2018,0.757,0.124,0.12,371
371,@FoxNews,0.0,Tue Apr 10 02:44:31 +0000 2018,1.0,0.0,0.0,372
372,@FoxNews,0.3182,Tue Apr 10 02:37:02 +0000 2018,0.839,0.0,0.161,373
373,@FoxNews,-0.2755,Tue Apr 10 02:31:26 +0000 2018,0.9,0.1,0.0,374
374,@FoxNews,0.6369,Tue Apr 10 02:26:04 +0000 2018,0.802,0.0,0.198,375
375,@FoxNews,-0.296,Tue Apr 10 02:15:16 +0000 2018,0.845,0.155,0.0,376
376,@FoxNews,0.0,Tue Apr 10 02:14:41 +0000 2018,1.0,0.0,0.0,377
377,@FoxNews,-0.6115,Tue Apr 10 01:52:48 +0000 2018,0.688,0.312,0.0,378
378,@FoxNews,0.0,Tue Apr 10 01:43:15 +0000 2018,1.0,0.0,0.0,379
379,@FoxNews,0.0,Tue Apr 10 01:21:25 +0000 2018,1.0,0.0,0.0,380
380,@FoxNews,0.0,Tue Apr 10 04:10:00 +0000 2018,1.0,0.0,0.0,381
381,@FoxNews,-0.6597,Tue Apr 10 04:05:00 +0000 2018,0.69,0.31,0.0,382
382,@FoxNews,-0.3612,Tue Apr 10 04:01:00 +0000 2018,0.857,0.143,0.0,383
383,@FoxNews,0.0,Tue Apr 10 03:55:43 +0000 2018,1.0,0.0,0.0,384
384,@FoxNews,0.0,Tue Apr 10 03:47:43 +0000 2018,1.0,0.0,0.0,385
385,@FoxNews,0.0258,Tue Apr 10 03:31:44 +0000 2018,0.643,0.205,0.152,386
386,@FoxNews,0.0,Tue Apr 10 03:18:05 +0000 2018,1.0,0.0,0.0,387
387,@FoxNews,-0.296,Tue Apr 10 03:13:09 +0000 2018,0.891,0.109,0.0,388
388,@FoxNews,0.431,Tue Apr 10 03:05:10 +0000 2018,0.808,0.0,0.192,389
389,@FoxNews,-0.4588,Tue Apr 10 03:01:01 +0000 2018,0.824,0.176,0.0,390
390,@FoxNews,-0.2732,Tue Apr 10 02:53:03 +0000 2018,0.757,0.124,0.12,391
391,@FoxNews,0.0,Tue Apr 10 02:44:31 +0000 2018,1.0,0.0,0.0,392
392,@FoxNews,0.3182,Tue Apr 10 02:37:02 +0000 2018,0.839,0.0,0.161,393
393,@FoxNews,-0.2755,Tue Apr 10 02:31:26 +0000 2018,0.9,0.1,0.0,394
394,@FoxNews,0.6369,Tue Apr 10 02:26:04 +0000 2018,0.802,0.0,0.198,395
395,@FoxNews,-0.296,Tue Apr 10 02:15:16 +0000 2018,0.845,0.155,0.0,396
396,@FoxNews,0.0,Tue Apr 10 02:14:41 +0000 2018,1.0,0.0,0.0,397
397,@FoxNews,-0.6115,Tue Apr 10 01:52:48 +0000 2018,0.688,0.312,0.0,398
398,@FoxNews,0.0,Tue Apr 10 01:43:15 +0000 2018,1.0,0.0,0.0,399
399,@FoxNews,0.0,Tue Apr 10 01:21:25 +0000 2018,1.0,0.0,0.0,400
400,@nytimes,-0.5859,Tue Apr 10 04:10:47 +0000 2018,0.509,0.356,0.134,401
401,@nytimes,0.0,Tue Apr 10 04:02:04 +0000 2018,1.0,0.0,0.0,402
402,@nytimes,0.0,Tue Apr 10 03:47:01 +0000 2018,1.0,0.0,0.0,403
403,@nytimes,-0.7964,Tue Apr 10 03:32:02 +0000 2018,0.677,0.323,0.0,404
404,@nytimes,-0.5423,Tue Apr 10 03:18:05 +0000 2018,0.844,0.156,0.0,405
405,@nytimes,0.0,Tue Apr 10 03:02:06 +0000 2018,1.0,0.0,0.0,406
406,@nytimes,0.0,Tue Apr 10 02:47:08 +0000 2018,1.0,0.0,0.0,407
407,@nytimes,-0.34,Tue Apr 10 02:41:02 +0000 2018,0.897,0.103,0.0,408
408,@nytimes,-0.4939,Tue Apr 10 02:32:04 +0000 2018,0.819,0.181,0.0,409
409,@nytimes,-0.2732,Tue Apr 10 02:17:03 +0000 2018,0.905,0.095,0.0,410
410,@nytimes,0.0,Tue Apr 10 02:02:05 +0000 2018,1.0,0.0,0.0,411
411,@nytimes,0.0,Tue Apr 10 01:47:02 +0000 2018,1.0,0.0,0.0,412
412,@nytimes,-0.4019,Tue Apr 10 01:32:03 +0000 2018,0.891,0.109,0.0,413
413,@nytimes,0.128,Tue Apr 10 01:17:04 +0000 2018,0.933,0.0,0.067,414
414,@nytimes,0.0,Tue Apr 10 01:04:02 +0000 2018,1.0,0.0,0.0,415
415,@nytimes,0.0,Tue Apr 10 00:52:03 +0000 2018,1.0,0.0,0.0,416
416,@nytimes,0.0,Tue Apr 10 00:43:00 +0000 2018,1.0,0.0,0.0,417
417,@nytimes,0.3254,Tue Apr 10 00:36:01 +0000 2018,0.896,0.0,0.104,418
418,@nytimes,0.4215,Tue Apr 10 00:29:03 +0000 2018,0.859,0.0,0.141,419
419,@nytimes,0.34,Tue Apr 10 00:17:09 +0000 2018,0.844,0.0,0.156,420
420,@nytimes,-0.5859,Tue Apr 10 04:10:47 +0000 2018,0.509,0.356,0.134,421
421,@nytimes,0.0,Tue Apr 10 04:02:04 +0000 2018,1.0,0.0,0.0,422
422,@nytimes,0.0,Tue Apr 10 03:47:01 +0000 2018,1.0,0.0,0.0,423
423,@nytimes,-0.7964,Tue Apr 10 03:32:02 +0000 2018,0.677,0.323,0.0,424
424,@nytimes,-0.5423,Tue Apr 10 03:18:05 +0000 2018,0.844,0.156,0.0,425
425,@nytimes,0.0,Tue Apr 10 03:02:06 +0000 2018,1.0,0.0,0.0,426
426,@nytimes,0.0,Tue Apr 10 02:47:08 +0000 2018,1.0,0.0,0.0,427
427,@nytimes,-0.34,Tue Apr 10 02:41:02 +0000 2018,0.897,0.103,0.0,428
428,@nytimes,-0.4939,Tue Apr 10 02:32:04 +0000 2018,0.819,0.181,0.0,429
429,@nytimes,-0.2732,Tue Apr 10 02:17:03 +0000 2018,0.905,0.095,0.0,430
430,@nytimes,0.0,Tue Apr 10 02:02:05 +0000 2018,1.0,0.0,0.0,431
431,@nytimes,0.0,Tue Apr 10 01:47:02 +0000 2018,1.0,0.0,0.0,432
432,@nytimes,-0.4019,Tue Apr 10 01:32:03 +0000 2018,0.891,0.109,0.0,433
433,@nytimes,0.128,Tue Apr 10 01:17:04 +0000 2018,0.933,0.0,0.067,434
434,@nytimes,0.0,Tue Apr 10 01:04:02 +0000 2018,1.0,0.0,0.0,435
435,@nytimes,0.0,Tue Apr 10 00:52:03 +0000 2018,1.0,0.0,0.0,436
436,@nytimes,0.0,Tue Apr 10 00:43:00 +0000 2018,1.0,0.0,0.0,437
437,@nytimes,0.3254,Tue Apr 10 00:36:01 +0000 2018,0.896,0.0,0.104,438
438,@nytimes,0.4215,Tue Apr 10 00:29:03 +0000 2018,0.859,0.0,0.141,439
439,@nytimes,0.34,Tue Apr 10 00:17:09 +0000 2018,0.844,0.0,0.156,440
440,@nytimes,-0.5859,Tue Apr 10 04:10:47 +0000 2018,0.509,0.356,0.134,441
441,@nytimes,0.0,Tue Apr 10 04:02:04 +0000 2018,1.0,0.0,0.0,442
442,@nytimes,0.0,Tue Apr 10 03:47:01 +0000 2018,1.0,0.0,0.0,443
443,@nytimes,-0.7964,Tue Apr 10 03:32:02 +0000 2018,0.677,0.323,0.0,444
444,@nytimes,-0.5423,Tue Apr 10 03:18:05 +0000 2018,0.844,0.156,0.0,445
445,@nytimes,0.0,Tue Apr 10 03:02:06 +0000 2018,1.0,0.0,0.0,446
446,@nytimes,0.0,Tue Apr 10 02:47:08 +0000 2018,1.0,0.0,0.0,447
447,@nytimes,-0.34,Tue Apr 10 02:41:02 +0000 2018,0.897,0.103,0.0,448
448,@nytimes,-0.4939,Tue Apr 10 02:32:04 +0000 2018,0.819,0.181,0.0,449
449,@nytimes,-0.2732,Tue Apr 10 02:17:03 +0000 2018,0.905,0.095,0.0,450
450,@nytimes,0.0,Tue Apr 10 02:02:05 +0000 2018,1.0,0.0,0.0,451
451,@nytimes,0.0,Tue Apr 10 01:47:02 +0000 2018,1.0,0.0,0.0,452
452,@nytimes,-0.4019,Tue Apr 10 01:32:03 +0000 2018,0.891,0.109,0.0,453
453,@nytimes,0.128,Tue Apr 10 01:17:04 +0000 2018,0.933,0.0,0.067,454
454,@nytimes,0.0,Tue Apr 10 01:04:02 +0000 2018,1.0,0.0,0.0,455
455,@nytimes,0.0,Tue Apr 10 00:52:03 +0000 2018,1.0,0.0,0.0,456
456,@nytimes,0.0,Tue Apr 10 00:43:00 +0000 2018,1.0,0.0,0.0,457
457,@nytimes,0.3254,Tue Apr 10 00:36:01 +0000 2018,0.896,0.0,0.104,458
458,@nytimes,0.4215,Tue Apr 10 00:29:03 +0000 2018,0.859,0.0,0.141,459
459,@nytimes,0.34,Tue Apr 10 00:17:09 +0000 2018,0.844,0.0,0.156,460
460,@nytimes,-0.5859,Tue Apr 10 04:10:47 +0000 2018,0.509,0.356,0.134,461
461,@nytimes,0.0,Tue Apr 10 04:02:04 +0000 2018,1.0,0.0,0.0,462
462,@nytimes,0.0,Tue Apr 10 03:47:01 +0000 2018,1.0,0.0,0.0,463
463,@nytimes,-0.7964,Tue Apr 10 03:32:02 +0000 2018,0.677,0.323,0.0,464
464,@nytimes,-0.5423,Tue Apr 10 03:18:05 +0000 2018,0.844,0.156,0.0,465
465,@nytimes,0.0,Tue Apr 10 03:02:06 +0000 2018,1.0,0.0,0.0,466
466,@nytimes,0.0,Tue Apr 10 02:47:08 +0000 2018,1.0,0.0,0.0,467
467,@nytimes,-0.34,Tue Apr 10 02:41:02 +0000 2018,0.897,0.103,0.0,468
468,@nytimes,-0.4939,Tue Apr 10 02:32:04 +0000 2018,0.819,0.181,0.0,469
469,@nytimes,-0.2732,Tue Apr 10 02:17:03 +0000 2018,0.905,0.095,0.0,470
470,@nytimes,0.0,Tue Apr 10 02:02:05 +0000 2018,1.0,0.0,0.0,471
471,@nytimes,0.0,Tue Apr 10 01:47:02 +0000 2018,1.0,0.0,0.0,472
472,@nytimes,-0.4019,Tue Apr 10 01:32:03 +0000 2018,0.891,0.109,0.0,473
473,@nytimes,0.128,Tue Apr 10 01:17:04 +0000 2018,0.933,0.0,0.067,474
474,@nytimes,0.0,Tue Apr 10 01:04:02 +0000 2018,1.0,0.0,0.0,475
475,@nytimes,0.0,Tue Apr 10 00:52:03 +0000 2018,1.0,0.0,0.0,476
476,@nytimes,0.0,Tue Apr 10 00:43:00 +0000 2018,1.0,0.0,0.0,477
477,@nytimes,0.3254,Tue Apr 10 00:36:01 +0000 2018,0.896,0.0,0.104,478
478,@nytimes,0.4215,Tue Apr 10 00:29:03 +0000 2018,0.859,0.0,0.141,479
479,@nytimes,0.34,Tue Apr 10 00:17:09 +0000 2018,0.844,0.0,0.156,480
480,@nytimes,-0.5859,Tue Apr 10 04:10:47 +0000 2018,0.509,0.356,0.134,481
481,@nytimes,0.0,Tue Apr 10 04:02:04 +0000 2018,1.0,0.0,0.0,482
482,@nytimes,0.0,Tue Apr 10 03:47:01 +0000 2018,1.0,0.0,0.0,483
483,@nytimes,-0.7964,Tue Apr 10 03:32:02 +0000 2018,0.677,0.323,0.0,484
484,@nytimes,-0.5423,Tue Apr 10 03:18:05 +0000 2018,0.844,0.156,0.0,485
485,@nytimes,0.0,Tue Apr 10 03:02:06 +0000 2018,1.0,0.0,0.0,486
486,@nytimes,0.0,Tue Apr 10 02:47:08 +0000 2018,1.0,0.0,0.0,487
487,@nytimes,-0.34,Tue Apr 10 02:41:02 +0000 2018,0.897,0.103,0.0,488
488,@nytimes,-0.4939,Tue Apr 10 02:32:04 +0000 2018,0.819,0.181,0.0,489
489,@nytimes,-0.2732,Tue Apr 10 02:17:03 +0000 2018,0.905,0.095,0.0,490
490,@nytimes,0.0,Tue Apr 10 02:02:05 +0000 2018,1.0,0.0,0.0,491
491,@nytimes,0.0,Tue Apr 10 01:47:02 +0000 2018,1.0,0.0,0.0,492
492,@nytimes,-0.4019,Tue Apr 10 01:32:03 +0000 2018,0.891,0.109,0.0,493
493,@nytimes,0.128,Tue Apr 10 01:17:04 +0000 2018,0.933,0.0,0.067,494
494,@nytimes,0.0,Tue Apr 10 01:04:02 +0000 2018,1.0,0.0,0.0,495
495,@nytimes,0.0,Tue Apr 10 00:52:03 +0000 2018,1.0,0.0,0.0,496
496,@nytimes,0.0,Tue Apr 10 00:43:00 +0000 2018,1.0,0.0,0.0,497
497,@nytimes,0.3254,Tue Apr 10 00:36:01 +0000 2018,0.896,0.0,0.104,498
498,@nytimes,0.4215,Tue Apr 10 00:29:03 +0000 2018,0.859,0.0,0.141,499
499,@nytimes,0.34,Tue Apr 10 00:17:09 +0000 2018,0.844,0.0,0.156,500
